id #,text,name of company,concept,source
00113, Micro Devices Redirected from AMD AMD redirects here For other uses see AMD disambiguation American multinational semiconductor companycompany Inc AMD s current logo in use since 1969Old AMD Headquarters Sunnyvale California TypePublicTraded asNASDAQ AMDS P 500 componentIndustrySemiconductorsFoundedMay 1 1969 49 years ago 1969 05 01 FounderJerry SandersHeadquartersSanta Clara California U S Area servedWorldwideKey peopleLisa Su President and CEO John Edward Caldwell Chairman ProductsMicroprocessors 1 Graphics processing units 1 Revenue US 5 33 billion 2017 2 Operating income US 204 million 2017 2 Net income US 43 million 2017 2 Total assets US 3 54 billion 2017 2 Total equity US 611 million 2017 3 Number of employees8 900 4 2017 Websiteamd comcompany Inc AMD is an American multinational semiconductor company based in Santa Clara California that develops computer processors and related tec ,Advanced,company,Wikipedia
00114, Materials company Inc TypePublicTraded asNASDAQ AMATFWB AP2NASDAQ 100 ComponentS P 500 ComponentIndustrySemiconductorsFoundedNovember 10 1967 50 years ago 1967 11 10 FounderMichael A McNeillyHeadquartersSanta Clara California U S Area servedWorldwideKey peopleGary E Dickerson President CEO Thomas J Iannotti Chairman 1 Revenue US 14 54 billion 2017 2 Operating income US 3 87 billion 2017 2 Net income US 3 43 billion 2017 2 Total assets US 19 42 billion 2017 2 Total equity US 9 35 billion 2017 2 Number of employeesc 18 400 October 2017 2 Websitewww appliedmaterials comcompany Inc is an American corporation that supplies equipment services and software to enable the manufacture of semiconductor integrated circuit chips for electronics flat panel displays for computers smartphones and televisions and solar products The company also supplies equipment to produce coatings for flexible electronics packaging ,Applied,company,Wikipedia
00115, Micro Devices AMD redirects here For other uses see AMD disambiguation American multinational semiconductor companycompany Inc AMD s current logo in use since 1969Old AMD Headquarters Sunnyvale California TypePublicTraded asNASDAQ AMDS P 500 componentIndustrySemiconductorsFoundedMay 1 1969 49 years ago 1969 05 01 FounderJerry SandersHeadquartersSanta Clara California U S Area servedWorldwideKey peopleLisa Su President and CEO John Edward Caldwell Chairman ProductsMicroprocessors 1 Graphics processing units 1 Revenue US 5 33 billion 2017 2 Operating income US 204 million 2017 2 Net income US 43 million 2017 2 Total assets US 3 54 billion 2017 2 Total equity US 611 million 2017 3 Number of employees8 900 4 2017 Websiteamd comcompany Inc AMD is an American multinational semiconductor company based in Santa Clara California that develops computer processors and related technologies for busines ,Advanced,company,Wikipedia
00116, Redirected from ASUS This is the latest accepted revision reviewed on 23 August 2018 For the Arts Science Undergraduate Society see Queen s Faculty of Arts and Sciences companyTek Computer Inc companyTeK Computer HeadquartersTypePublicTraded asTWSE 2357LSE ASKDIndustryComputer hardwareElectronicsFounded2 April 1989 29 years ago 1989 04 02 FounderTed Hsu M T Liao Wayne Tsiah T H TungHeadquartersBeitou District Taipei Taiwan Republic of China Area servedWorldwideKey peopleJonney Shih Chairman Chief Branding Officer Jonathan Tsang Vice Chairman ProductsDesktops laptops netbooks mobile phones networking equipment monitors projectors motherboards graphics cards optical storage multimedia products peripherals wearables servers workstations and tablet PCsRevenueNT 428 73 billion 2016 1 Operating incomeNT 17 40 billion 2016 1 Net incomeNT 19 20 billion 2016 1 Total assetsNT 333 6 billion 2015 Total equityNT 167 3 billion 2015 ,Asus,company,Wikipedia
00117, Devices company Inc company headquarters in Norwood MassachusettsTypePublicTraded asNASDAQ ADINASDAQ 100 componentS P 500 componentIndustrySemiconductorsFoundedCambridge Massachusetts United States 1965 FoundersRay StataMatthew LorberHeadquartersNorwood Massachusetts U S Key peopleVincent Roche CEO President Raymond Stata Chairman of the BoardProductsSemiconductorsRevenue US 5 108 billion 2017 1 Operating income US 1 055 billion 2017 1 Net income US 727 million 2017 1 Total assets US 21 141 billion 2017 1 Total equity US 10 162 billion 2017 1 Number of employees15 300 2017 1 Websiteanalog comcompany Inc also known as ADI or Analog is an American multinational semiconductor company specializing in data conversion and signal processing technology headquartered in Norwood Massachusetts 2 3 In 2012 company led the worldwide data converter market with a 48 5 share according to analyst firm D ,Analog,company,Wikipedia
00118, Group companyTypePublicTraded asNYSE ASXIndustrySemiconductor assembly testing packagingFounded1984FoundersJason ChangRichard ChangHeadquartersKaohsiung TaiwanArea servedWorldwideRevenueUSD 8 72 billion 2015 Number of employees65 695Websitewww aseglobal com en Advanced Semiconductor Engineering Inc also known as company is a provider of independent semiconductor assembling and test manufacturing services with its headquarters in Kaohsiung Taiwan 1 Contents1 Overview2 Technology3 Facilities4 References5 External linksOverview edit The company was founded in 1984 by brothers Jason Chang and Richard Chang who opened its first factory in Kaohsiung Taiwan 2 Jason Chang currently serves as company chairman and is on the 2016 Forbes list of the world s billionaires 3 As of 1 April 2016 the company s market cap was USD 8 77 billion 4 In May 2015 company entered into an agreement with TDK to establish a joint venture comp ,ASE,company,Wikipedia
00119, For other uses see company disambiguation company SETypeSocietas EuropaeaTraded asEuronext ATOCAC 40 ComponentIndustryIT services IT consultingFounded1988 30 years ago 1988 HeadquartersBezons FranceArea servedWorldwideKey peopleThierry Breton Chairman CEO ServicesInformation Technology Consulting Systems Integration Managed Services business consulting outsourcing such as healthcare Revenue 12 69 billion 2017 1 Operating income 875 million 2017 1 Net income 665 million 2017 1 Total assets 13 5 billion 2017 1 Total equity 5 22 billion 2017 1 Number of employees97 267 2017 2 SubsidiariesSyntelWebsiteatos netcompany is a European IT services corporation with its headquarters in Bezons France and offices worldwide It specialises in hi tech transactional services unified communications cloud big data and cybersecurity services 3 4 company operates worldwide under the brands company company Consulting company Healthcare company Worldgrid ,Atos,company,Wikipedia
00120, company Inc TypePublicTraded asNASDAQ ADSKNASDAQ 100 ComponentS P 500 ComponentIndustrySoftware Media Entertainment Manufacturing IndustrialFoundedJanuary 30 1982 36 years ago 1982 01 30 Mill Valley California U S FoundersJohn Walker Dan DrakeHeadquarters111 McInnis Parkway San Rafael 94903 California U S Key peopleCrawford W Beveridge Chairman Andrew Anagnost CEO ProductsSee productsRevenue US 2 03 billion 2017 1 Operating income US 499 million 2017 1 Net income US 582 million 2017 1 Total assets US 4 79 billion 2017 1 Total equity US 733 million 2017 1 Number of employees9 000 2016 7 000 2017 Websitewww autodesk comcompany Inc is an American multinational software corporation that makes software for the architecture engineering construction manufacturing media and entertainment industries company is headquartered in San Rafael California and features a gallery of its customers work 2 in its San Francis ,Autodesk,company,Wikipedia
00121, Look up company canon or canonical in Wiktionary the free dictionary Not to be confused with Cannon company may refer to Contents1 Religion1 1 Scriptures1 2 Religious law2 Arts and media2 1 Literature2 2 Film television and video2 3 Music2 4 Other media3 Companies4 Places5 Other uses6 See alsoReligion edit Scriptures edit Various formally approved collections of scriptures including Biblical canon among various Jewish and Christian communitiesChinese Buddhist canon used in East AsiaJewish Bible canon another name for the TanakhP li company used in the Therevada Buddhist traditionTaoist canon Daozang about 1400 texts collected around the 4th centuryTibetan Buddhist canon a loosely defined list used in the Vajrayana traditioncompany hymnography a kind of hymn in Eastern Orthodox Christianitycompany priest a title of certain Christian priestscompanys regular priests living in community under a rulecompany of the Mass the Eucharistic ,Canon,company,Wikipedia
00122, Technologies CA Inc TypePublicTraded asNASDAQ CANASDAQ 100 ComponentS P 500 ComponentIndustryEnterprise softwareFounded1976 42 years ago 1976 as Computer Associates International Inc FoundersCharles WangRussell ArtztHeadquarters520 Madison AvenueNew York NY 10022U S 1 Key peopleArthur F Weinbach Chairman Michael P Gregoire CEO ProductsComputer softwareRevenue US 4 235 billion 2018 2 Operating income US 1 2 billion 2018 3 Net income US 476 million GAAP 2 2018 US 1 091 billion non GAAP 2018 2 Total assets US 13 060 billion 2018 4 Total equity US 5 895 billion 2018 4 Number of employees11 300 2018 5 Websitewww ca comcompany formerly known as Computer Associates International Inc and CA Inc was an American multinational publicly held corporation most recently headquartered in New York City In July 2018 it and Broadcom released information about the latter s takeover of CA 6 CA had ranked as one of the la ,CA,company,Wikipedia
00123, This article may be in need of reorganization to comply with Wikipedia s layout guidelines Please help by editing the article to make improvements to the overall structure February 2017 Learn how and when to remove this template message company SETypeSocietas EuropaeaTraded asEuronext CAPCAC 40 ComponentIndustryProfessional servicesTechnology servicesFounded1967 51 years ago 1967 FounderSerge KampfHeadquartersParis FranceArea servedWorldwideKey peoplePaul Hermelin Chairman CEO ServicesIT consulting management consulting cloud infrastructure cloud consulting managed services and outsourcing servicesRevenue 12 79 billion 2017 1 Operating income 1 18 billion 2017 1 Net income 820 million 2017 1 Total assets 16 03 billion 2017 1 Number of employees193 077 2017 2 Websitewww capgemini comcompany SE is a French multinational professional services and business consulting corporation headquartered in Paris France ,Capgemini,company,Wikipedia
00124, Look up cgi in Wiktionary the free dictionary company may refer to Contents1 Technology2 Organizations3 Other4 See alsoTechnology edit Computer generated imagery computer graphic effects in films television programs and other visual mediacompany animationComputer Graphics Interface the low level interface between the Graphical Kernel System GKS and hardwareCommon Gateway Interface a standard for dynamic generation of web pages by a web servercompany pm a Perl module for implementing Common Gateway Interface programsCompacted graphite iron a type of cast ironCorrugated galvanised iron a type of molded sheet metalCell Global Identity a standard identifier for mobile phone cellsOrganizations edit California Graduate Institute an independent graduate school specializing in psychologyCatholic Guides of Ireland a Girl Guide associationChulabhorn Graduate Institute a private graduate institute in Thailandcompany Aero or RusAir a Russian airl ,CGI,company,Wikipedia
00125, For the general term see Cognizance disambiguation For the co founder of Australian company Cognescent Corporation see Thomas Reardon company Technology Solutions CorpTypePublicTraded asNASDAQ CTSHNASDAQ ComponentS P 500 ComponentIndustryIT services IT consultingPredecessorDun BradstreetFoundedJanuary 26 1994 24 years ago 1994 01 26 FoundersKumar Mahadeva Lakshmi Narayanan Francisco D Souza 1 2 HeadquartersTeaneck New Jersey United StatesArea servedWorldwideServicesIT Services business consulting and outsourcing servicesRevenue US 14 81 billion 2017 3 Operating income US 2 481 billion 2017 3 Net income US 1 504 billion 2017 3 Total assets US 15 221 billion 2017 3 Total equity US 10 669 billion 2017 3 Number of employees268 900 2018 Q2 4 Websitewww cognizant comcompany is a multinational corporation that provides IT services including digital technology consulting and operations services It is headquarter ,Cognizant,company,Wikipedia
00126, company LimitedTypePublicTraded asBSE 500209NSE INFYNYSE INFYBSE SENSEX ConstituentCNX Nifty ConstituentIndustryIT services IT consultingFounded7 July 1981 37 years ago 7 July 1981 FounderN R Narayana MurthyNandan NilekaniS GopalakrishnanS D ShibulalK DineshN S RaghavanAshok AroraHeadquartersBengaluru Karnataka IndiaArea servedWorldwideKey peopleNandan Nilekani Chairman Salil S Parekh CEO MD 1 ServicesIT business consulting and outsourcing servicesRevenue US 10 93 billion 2018 2 Operating income US 2 65 billion 2018 2 Net income US 2 48 billion 2018 2 Total assets US 12 25 billion 2018 2 Total equity US 9 96 billion 2018 2 Number of employees200 364 2017 2 Divisionscompany BPMEdgeVerve Systemscompany ConsultingWebsitewww infosys comFootnotes references 2 3 company Limited formerly company Technologies Limited is an Indian multinational corporation that provides business consulting information technology and out ,Infosys,company,Wikipedia
00127, This article is about the original company prior to its split in 2011 For the present day companies of this name and other uses see company disambiguation company Inc FormerlyGalvin Manufacturing Corporation 1928 1930 Former typePublicIndustryTelecommunicationsFateDivided into company Mobility and company SolutionsSuccessorcompany Mobility company Solutions NXP Semiconductors ON Semiconductor Arris Group General Instrument Cambium NetworksFoundedSeptember 25 1928 89 years ago 1928 09 25 FoundersPaul and Joseph GalvinDefunctJanuary 4 2011 7 years ago 2011 01 04 Headquarters1303 East Algonquin Road Schaumburg Illinois U S 1 Area servedWorldwideProductsTablet computersMobile phonesSmartphonesTwo way radiosNetworking systemsCable television systemsWireless broadband networksRFID systemsMobile telephone infrastructureTotal assets US 11 851 billion 2013 2 US 12 679 billion 2012 2 Number of employees40 000 20 ,Motorola,company,Wikipedia
00128, This article is about the social networking service For the type of directory see Face book Global online social networking servicecompany Inc Mark Zuckerberg s profile viewed from the login page Type of businessPublicType of siteSocial networking serviceAvailable inMultilingual 140 Traded asNASDAQ FB Class A NASDAQ 100 componentS P 100 componentS P 500 componentFoundedFebruary 4 2004 14 years ago 2004 02 04 Headquarters2101 North California Ave Menlo Park California U S Coordinates37 29 05 N 122 08 54 W 37 4848 N 122 1484 W 37 4848 122 1484Coordinates 37 29 05 N 122 08 54 W 37 4848 N 122 1484 W 37 4848 122 1484Area servedUnited States 2004 present Worldwide except blocking countries 2005 present Founder s Mark ZuckerbergEduardo SaverinAndrew McCollumDustin MoskovitzChris HughesKey peopleMark Zuckerberg Chairman president and CEO Sheryl Sandberg COO David Wehner CFO Mike Schroepfer CTO Chris Cox CPO IndustryInternetPr ,Facebook,company,Wikipedia
00129, company Group Ltd company headquarters in Malianwa Subdistrict Haidian District BeijingNative name TypePublicTraded asSEHK 992OTC Pink LNVGYIndustryComputer hardwareElectronicsFounded1 November 1984 33 years ago 1984 11 01 as Legend Beijing ChinaFounderLiu ChuanzhiHeadquartersHaidian District Beijing ChinaMorrisville North Carolina United StatesArea servedWorldwideKey peopleYang Yuanqing Chairman and CEO ProductsSmartphones desktops servers notebooks tablet computers netbooks supercomputers peripherals printers televisions scanners storage devicesRevenue US 45 35 billion 2018 1 Operating income US 386 million 2018 1 Net income US 126 million 2018 1 Total assets US 28 49 billion 2018 1 Total equity US 4 54 billion 2018 1 OwnerLegend Holdings 30 6 Number of employees54 000 2018 2 not in citation given SubsidiariesMotorola Mobility 3 ZUK MobileMedionWebsitewww lenovo comcompanySimplified Chinese Traditional Chinese L ,Lenovo,company,Wikipedia
00130, Finnish technology corporationFor other uses see company disambiguation Coordinates 60 13 32 N 24 45 03 E 60 2254749 N 24 7508775 E 60 2254749 24 7508775company OyjLogo since 1977Main entrance of company s headquarters in EspooTypeJulkinen osakeyhti Traded asNasdaq Helsinki NOKIAEuronext NOKIANYSE NOKIndustryTelecommunications equipmentNetworking equipmentConsumer electronicsFounded12 May 1865 153 years ago 1865 05 12 in Tampere Grand Duchy of FinlandFoundersFredrik IdestamLeo MechelinEduard Pol nHeadquartersEspoo FinlandArea servedWorldwideKey peopleRisto Siilasmaa chairman Rajeev Suri president and CEO Kristian Pullola CFO ProductsList of company productsRevenue 23 147 billion 2017 Operating income 16 million 2017 Net income 1 437 billion 2017 Total assets 41 024 billion 2017 Total equity 16 218 billion 2017 Number of employees102 761 2017 Divisionscompany Networkscompany TechnologiesSubsidiariesBell LabsAlcatel MobileNGP ,Nokia,company,Wikipedia
00131, Look up tata in Wiktionary the free dictionary company or TATA may refer to Contents1 Places2 Companies3 People3 1 Surname3 2 Given name or nickname4 Other uses5 See alsoPlaces edit Jamshedpur a city in Jharkhand India also known as companynagar or companycompany Hungary a town in Hungarycompany Islands a pair of small islands off the coast of New Zealandcompany Morocco a city in company Provincecompany Province Morocco a River a tributary of the Ialomi a River in RomaniaCompanies edit company Sons India s largest conglomerate and owner of company Groupcompany Group an Indian multinational conglomerate companyList of entities associated with company GroupPeople edit Surname edit company family an influential family of India owning the company GroupJamsetji company 1839 1904 known as the father of Indian industryDorabji company 1859 1932 Indian industrialist and philanthropistRatanji company 1871 1918 financier and philanthropist son of Jamsetji companyJ R D company 1904 1993 ,Tata,company,Wikipedia
00132, com Redirected from Salesforce Salesforce com inc TypePublicTraded asNYSE CRMS P 500 ComponentIndustryCloud computingSoftwareFounded1999 19 years ago 1999 FounderMarc BenioffParker Harris 1 HeadquartersThe LandmarkSan Francisco California U S Key peopleMarc Benioff Chairman co CEO Keith Block co CEO Parker Harris Exec VP of Technology ProductsSales Cloud Service Cloud Platform Marketing Cloud Commerce Cloud Community CloudServicesCloud computingSocial enterpriseRevenue US 8 39 billion 2017 2 Operating income US 61 74 million 2017 2 Net income US 179 6 million 2017 2 Total assets US 17 58 billion 2017 2 Total equity US 7 50 billion 2017 2 Number of employees30 145 2017 2 SubsidiariesQuipDemandwareHerokuWebsitesalesforce comSalesforce com Inc styled in its logo as sales orce abbreviated usually as SF or SFDC is an American cloud computing company headquartered in San Francisco California Though its revenue comes ,Salesforce,company,Wikipedia
00133, This article has multiple issues Please help improve it or discuss these issues on the talk page Learn how and when to remove these template messages This article needs additional citations for verification Please help improve this article by adding citations to reliable sources Unsourced material may be challenged and removed August 2011 Learn how and when to remove this template message This article contains content that is written like an advertisement Please help improve it by removing promotional content and inappropriate external links and by adding encyclopedic content written from a neutral point of view September 2016 Learn how and when to remove this template message Learn how and when to remove this template message company CorporationTypePublicTraded asNYSE UISRussell 2000 ComponentIndustryIT services Information technologyPredecessorBurroughs CorporationSperry CorporationFounded1986 32 years ag ,Unisys,company,Wikipedia
00134, Redirected from VMWare company Inc Campus headquarters Palo Alto CaliforniaTypePublicly traded subsidiaryTraded asNYSE VMW Class A NYSE DVMT Dell Technologies Class V common stock tracking stock for company Russell 1000 ComponentIndustryComputer softwareFoundedOctober 26 1998 19 years ago 1998 10 26 Palo Alto California U S FounderDiane GreeneMendel RosenblumScott DevineEllen WangEdouard BugnionHeadquartersPalo Alto California United StatesKey peopleMichael Dell Chairman Pat Gelsinger CEO 1 Sanjay Poonen COO Products company vSpherecompany ESXicompany Workstationcompany Integrated Openstackcompany Fusioncompany Cloud Foundationcompany Playercompany Server discontinued company Service Managercompany ThinAppcompany ViewACEvCloud Directorcompany InfrastructureConverterSite Recovery ManagerStage ManagervRealize AutomationvRealize Operationscompany NSXvRealize Businesscompany vSANAppVolumesvRealize Log InsightvRealize Network InsightvRea ,VMware,company,Wikipedia
00850,Microsoft SilverlightRedirected from Silverlight Jump to navigationJump to search Silverlight redirects here For other uses see Silverlight disambiguation Microsoft SilverlightDeveloper s Microsoft CorporationInitial releaseSeptember 5 2007 10 years ago 2007 09 05 Stable release5 1 50907 0 1 June 13 2017 2017 06 13 Preview releaseNone Operating systemMicrosoft Windows macOS and Symbian OS 2 3 PlatformIA 32 and x86 64 4 TypeApplication framework run time environment and multimedia frameworkLicenseFreewareWebsitewww microsoft com silverlight Microsoft Silverlight or simply Silverlight is a deprecated 6 application framework for writing and running rich Internet applications similar to Adobe Flash A plugin for Silverlight is still available for some browsers While early versions of Silverlight focused on streaming media later versions supported multimedia graphics and animation and gave developers support for CLI languages and development tools Silverlight was al,Microsoft,product,Wikipedia
00851,NetSpotFrom Wikipedia the free encyclopediaJump to navigationJump to searchNetSpotDeveloper s Etwok LLCInitial releaseAugust 2011 7 years ago 2011 08 Mac OS X February 2016 2 years ago 2016 02 Windows Stable release2 6 797 Mac OS X March 2017 1 year ago 2017 03 2 1 1 540 Windows June 2017 1 year ago 2017 06 Written inObjective COperating systemOS X v 10 6 Windows 7 8 10Platformx86Available inEnglishTypeWireless site surveyLicensefree or paidWebsitewww netspotapp comNetSpot is a software tool for wireless network assessment scanning and surveys analyzing Wi Fi coverage and performance 1 It runs on Mac OS X 10 6 and Windows 7 8 10 and supports 802 11n 802 11a 802 11b and 802 11g wireless networks NetSpot uses the standard Wi Fi network adapter and its Airport interface to map radio signal strength and other wireless network parameters and build reports on that NetSpot was released in August 2011 2 Contents1 Functions2 Usual uses3 Release history4 See also5 References6 External linksFuncti,NetSpotFrom,product,Wikipedia
00852,Power PivotFrom Wikipedia the free encyclopedia Redirected from PowerPivot Jump to navigationJump to searchThis article has multiple issues Please help improve it or discuss these issues on the talk page Learn how and when to remove these template messages This article needs additional citations for verification Please help improve this article by adding citations to reliable sources Unsourced material may be challenged and removed May 2011 Learn how and when to remove this template message This article provides insufficient context for those unfamiliar with the subject Please help improve the article with a good introductory style April 2011 Learn how and when to remove this template message This article contains content that is written like an advertisement Please help improve it by removing promotional content and inappropriate external links and by adding encyclopedic content written from a neutral point of view October 2010 Learn how and when to remove this template message,Power,product,Wikipedia
00853,Oracle Business Intelligence Enterprise Edition PlusFrom Wikipedia the free encyclopedia Redirected from OBIEE Jump to navigationJump to searchThis article needs additional citations for verification Please help improve this article by adding citations to reliable sources Unsourced material may be challenged and removed June 2008 Learn how and when to remove this template message Oracle Business Intelligence Suite Enterprise EditionDeveloper s Oracle CorporationStable release11 1 1 7 April 2 2013 5 years ago 2013 04 02 Written inC JavaOperating systemWindows Linux Solaris HP UX AIXAvailable inMultiple English Japanese etc TypeBusiness analyticsLicenseProprietary softwareWebsiteoracle com us solutions ent performance bi enterprise edition 066546 htmlOracle Business Intelligence Enterprise Edition Plus also termed as theOBI EE Plus is Oracle Corporation s set of business intelligence tools consisting of former Siebel Systems business intelligence and Hyperion Solutions business intelligence offerings The industry counterpart and main,Oracle,product,Wikipedia
00854,Office 365From Wikipedia the free encyclopedia Redirected from Office365 Jump to navigationJump to searchOffice 365Developer s MicrosoftInitial releaseJune 28 2011 7 years ago 2011 06 28 Operating systemWindows macOS Android iOSTypeSoftware as a service contractWebsiteoffice365 com 20https products office com en GB ms url office365com 2C https 3A 2F 2Fproducts office com 2Fen US 2F 3Fms url 3Doffice365com 2C https 3A 2F 2Fproducts office com 2Ftr TR 2F 3Fms url 3Doffice365comOffice 365 is a line of subscription services offered by Microsoft as part of the Microsoft Office product line The brand encompasses plans that allow use of the Microsoft Office software suite over the life of the subscription as well as cloud based software as a service products for business environments such as hosted Exchange Server Skype for Business Server and SharePoint among others All Office 365 plans include automatic updates to their respective software at no additional charge as opposed to conventional licenses,Office,product,Wikipedia
00855,OneDriveFrom Wikipedia the free encyclopedia Redirected from SkyDrive Jump to navigationJump to searchThis article s lead section does not adequately summarize key points of its contents Please consider expanding the lead to provide an accessible overview of all important aspects of the article Please discuss this issue on the article s talk page December 2015 OneDrive comOneDrive as it appears in a web browserType of siteFile hosting serviceAvailable in107 languages 1 List of languagesAfrikaansAlbanianAmharicArabicArmenianAssameseAzerbaijani Latin Bangla Bangladesh Bangla India Basque Basque BelarusianBosnian Latin BulgarianCatalanCentral KurdishCherokee Cherokee CroatianCzechDanishDariDutchEnglish United Kingdom English United States EstonianFilipinoFinnishFrenchGalicianGeorgianGermanGreekGujaratiHausaHebrewHindiHungarianIcelandicIgboIndonesianIrishisiXhosaisiZuluItalianJapaneseK iche KannadaKazakhKhmerKinyarwandaKiswahiliKonkaniKoreanKyrgyzLatvianLithuanianLuxembourgishMacedonianMalayMal,OneDriveFrom,product,Wikipedia
00856,Apache HadoopFrom Wikipedia the free encyclopedia Redirected from Hadoop Jump to navigationJump to searchThis article has multiple issues Please help improve it or discuss these issues on the talk page Learn how and when to remove these template messages This article contains content that is written like an advertisement Please help improve it by removing promotional content and inappropriate external links and by adding encyclopedic content written from a neutral point of view October 2013 Learn how and when to remove this template message This article appears to contain a large number of buzzwords There might be a discussion about this on the talk page Please help improve this article if you can October 2013 This article may be too technical for most readers to understand Please help improve it to make it understandable to non experts without removing the technical details May 2017 Learn how and when to remove this template message Learn how and when to remove this template message,Apache,product,Wikipedia
00857,ASP NETFrom Wikipedia the free encyclopedia Redirected from VNext Jump to navigationJump to searchNot to be confused with UNESCO ASPNet ASP NETDeveloper s MicrosoftInitial releaseJanuary 5 2002 16 years ago 2002 01 05 Stable release4 7 1 October 17 2017 9 months ago 2017 10 17 1 Written in NET languagesOperating systemMicrosoft Windows Linux and macOSTypeWeb application frameworkLicenseApache 2 0Websiteasp netASP NETFilename extension aspx cshtml vbhtmlInternet media typetext htmlDeveloped byMicrosoftASP NET is an open source 2 server side web application framework designed for web development to produce dynamic web pages It was developed by Microsoft to allow programmers to build dynamic web sites web applications and web services It was first released in January 2002 with version 1 0 of the NET Framework and is the successor to Microsoft s Active Server Pages ASP technology ASP NET is built on the Common Language Runtime CLR allowing programmers to write ASP NET code using any supporte,ASP,product,Wikipedia
00858,Windows 8From Wikipedia the free encyclopedia Redirected from Win8 Jump to navigationJump to searchWindows 8A version of the Windows NT operating systemWindows 8 Start screenDeveloperMicrosoftSource modelClosed source and shared source 1 Released to manufacturingAugust 1 2012 6 years ago 2012 08 01 2 GeneralavailabilityOctober 26 2012 5 years ago 2012 10 26 3 Update methodWindows Update Windows Store Windows Server Update ServicesPlatformsIA 32 x64Kernel typeHybridLicenseTrialware Microsoft Software Assurance MSDN subscription DreamSparkPreceded byWindows 7 2009 Succeeded byWindows 8 1 2013 Official websitewindows microsoft comSupport statusUnsupported as of January 12 2016 must install Windows 8 1 in order to continue receiving updates and support 4 Part of a series onWindows 8FeaturesEditionsWindows StoreRemoved featuresvteWindows 8 is a personal computer operating system developed by Microsoft as part of the Windows NT family of operating systems Development of Windows 8 started before th,Windows,product,Wikipedia
00859,VMware vSphereFrom Wikipedia the free encyclopedia Redirected from VSphere Jump to navigationJump to searchThis article has multiple issues Please help improve it or discuss these issues on the talk page Learn how and when to remove these template messages This article relies too much on references to primary sources Please improve this by adding secondary or tertiary sources December 2013 Learn how and when to remove this template message This article needs attention from an expert on the subject Please add a reason or a talk parameter to this template to explain the issue with the article When placing this tag consider associating this request with a WikiProject August 2015 Learn how and when to remove this template message VMware vSphereDeveloper s VMwareStable release6 7 LicenseProprietaryWebsitevmware com products vsphere VMware vSphere formerly VMware Infrastructure 4 is VMware s cloud computing virtualization platform 1 Contents1 History2 See also3 Reference list4 External linksH,VMware,product,Wikipedia
00860,Amazon DynamoDBFrom Wikipedia the free encyclopedia Redirected from DynamoDB Jump to navigationJump to searchThis article relies largely or entirely on a single source Relevant discussion may be found on the talk page Please help improve this article by introducing citations to additional sources March 2016 Amazon DynamoDBDeveloper s Amazon comInitial releaseJanuary 2012 6 years ago 2012 01 1 Operating systemCross platformAvailable inEnglishTypeDocument oriented databaseKey value databaseLicenseProprietaryWebsiteaws amazon com dynamodb Amazon DynamoDB is a fully managed proprietary NoSQL database service that supports key value and document data structures 2 and is offered by Amazon com as part of the Amazon Web Services portfolio 3 DynamoDB exposes a similar data model to and derives its name from Dynamo but has a different underlying implementation Dynamo had a multi master design requiring the client to resolve version conflicts and DynamoDB uses synchronous replication across multiple dat,Amazon,product,Wikipedia
00861,GreenplumFrom Wikipedia the free encyclopediaJump to navigationJump to searchGreenplumTypeDivision of Pivotal SoftwareIndustryBig data technologiesFounded2003 2003 HeadquartersPalo Alto CaliforniaProductsDatabase management system softwareWebsitewww greenplum orgGreenplum DatabaseDeveloper s Pivotal SoftwareStable release5 10 0 July 2018 1 month ago 2018 07 Repositorygithub com greenplum db gpdbOperating systemLinuxTypeDatabase management systemLicenseApache 2 LicenseWebsitegreenplum orgGreenplum was a big data analytics company headquartered in San Mateo California Greenplum was acquired by EMC Corporation in July 2010 1 Starting in 2012 its database management system software became known as the Pivotal Greenplum Database sold through Pivotal Software and is currently actively developed by the Greenplum Database open source community and Pivotal Contents1 Company2 Technology3 Greenplum Version 54 See also5 ReferencesCompany edit Greenplum the company was founded in September 2003 by Scott Y,GreenplumFrom,product,Wikipedia
00862,Couchbase ServerFrom Wikipedia the free encyclopedia Redirected from Couchbase Jump to navigationJump to searchCouchbase ServerDeveloper s Couchbase Inc Initial releaseAugust 2010 2010 08 Stable release5 5 0 July 24 2018 2018 07 24 Written inC Erlang C 1 GoTypeMulti model database distributed key value database document oriented databaseLicenseApache License freemiumWebsitecouchbase comCouchbase Server originally known as Membase is an open source distributed shared nothing architecture multi model NoSQL document oriented database software package that is optimized for interactive applications These applications may serve many concurrent users by creating storing retrieving aggregating manipulating and presenting data In support of these kinds of application needs Couchbase Server is designed to provide easy to scale key value or JSON document access with low latency and high sustained throughput It is designed to be clustered from a single machine to very large scale deployments spanning many mach,Couchbase,product,Wikipedia
